Key,english
officeShelvEmptySecureStorageBrownSonja,Office Shelf Secure Storage
officeShelvEmptySecureStorageRedSonja,Office Shelf Secure Storage
officeShelvEmptySecureStorageOrangeSonja,Office Shelf Secure Storage
officeShelvEmptySecureStorageYellowSonja,Office Shelf Secure Storage
officeShelvEmptySecureStorageGreenSonja,Office Shelf Secure Storage
officeShelvEmptySecureStorageBlueSonja,Office Shelf Secure Storage
officeShelvEmptySecureStoragePurpleSonja,Office Shelf Secure Storage
officeShelvEmptySecureStorageGreySonja,Office Shelf Secure Storage
officeShelvEmptySecureStoragePinkSonja,Office Shelf Secure Storage
decoCarTireSonjaVariantHelper,Decorative Tires Variants
bunkBedSonjaVariantHelper,Bunk Bed Variants
bunkBedMadeSonja,Bunk Bed
bunkBedMattressSonja,Bunk Bed
toolBoxStorageSonjaVariantHelper,Tool Box Secure Storage Variants
toolBoxWhiteStorageSonja,Tool Box Secure Storage
toolBoxRedStorageSonja,Tool Box Secure Storage
toolBoxYellowStorageSonja,Tool Box Secure Storage
toolBoxGreenStorageSonja,Tool Box Secure Storage
toolBoxBlueStorageSonja,Tool Box Secure Storage
toolBoxGreyStorageSonja,Tool Box Secure Storage
rollingToolBoxStorageSonjaVariantHelper,Rolling Tool Box Secure Storage Variants
rollingToolBoxWhiteStorageSonja,Rolling Tool Box Secure Storage
rollingToolBoxRedStorageSonja,Rolling Tool Box Secure Storage
rollingToolBoxYellowStorageSonja,Rolling Tool Box Secure Storage
rollingToolBoxGreenStorageSonja,Rolling Tool Box Secure Storage
rollingToolBoxBlueStorageSonja,Rolling Tool Box Secure Storage
rollingToolBoxGreyStorageSonja,Rolling Tool Box Secure Storage
trophySonjaVariantHelper,Brass Trophy Variants
umbrellaSonjaVariantHelper,Cute Umbrella Variants
extHouseDoorSonjaVariantHelper,Exterior Door Variants
extHouseDoorDoubleSonjaVariantHelper,Exterior Double Door Variants
frenchDoorSonjaVariantHelper,French Door Variants
frenchDoorDoubleSonjaVariantHelper,French Double Door Variants
intHouseDoorSonjaVariantHelper,Interior Door Variants
intHouseDoorDoubleSonjaVariantHelper,Interior Double Door Variants
tallCabinetDoorSonjaVariantHelper,Tall Cabinet Door Variant
closetDoorSonjaVariantHelper,Closet Door Variants
closetDoorDoubleSonjaVariantHelper,Closet Double Door Variants
pantryDoorSonjaVariantHelper,Pantry Door Variants
glassDoorSonjaVariantHelper,Glass Door Variants
extDoorSideLightSonjaVariantHelper,Exterior Side Glass Door Variants
curtainDrapesSonjaVariantHelper,Curtain Variants
projectorSonjaVariantHelper,Projector & Camera Variants
projectorSonjaTableTop,Table Top Projector
projectorSonjaCeiling,Ceiling Mounted Projector
projectorSonjaDesc,A Powered-light projector to watch your favorite zombie movies or plan your next POI raid.\n\nConnect to to a power grid to turn it on and off. Power needed 1w.
decoPoolTableSonjaVariantHelper,Pool Table Color Variants
theaterSeatSonjaVariantHelper,Theater Seats Variants
barrierPlasticSonjaVariantHelper,Plastic Barrier Variants
miniCoolerStorageSonjaVariantHelper,Mini Cooler Secure Storage Variants
medicineStorageSonjaVariantHelper,Medicin Secure Storage Variants
hoodRangeSonjaVariantHelper,Powered Hood Range Variants
restaurantBoothSonjaVariantHelper,Restaurant Booth Variants
bulletproofGlassDoorsSonjaVariantHelper,Bulletproof Door Variants
woodenFenceDoorSonjaVariantHelper,Wooden Fence Door Variants
commercialDoorV2SonjaVariantHelper,Iron Commercial Door Variants
decoVehicleVanillaSonjaVariantHelper,Decorative Vehicle Variants
decoVehicleVanillaSonjaDesc,"Decorative Vehicle, you cannot drive it, but it looks cool and it does not explode"
