Key,english
perkAdvancedEngineeringRank1BWLongDesc,Gain 15% XP from electrical trap kills. Items craft 20% faster at the forge. Craft glue cheaper. Craft anything 10% faster. 2% more chance of finding parts/Handy Land/Wiring 101/Electrical Traps/Forge Ahead magazines in loot.
perkAdvancedEngineeringRank2BWLongDesc,Gain 30% XP from electrical trap kills. Items craft 20% faster at workbenches and cement mixers. Craft anything 20% faster. 4% more chance of finding parts/Handy Land/Wiring 101/Electrical Traps/Forge Ahead magazines in loot.
perkAdvancedEngineeringRank3BWLongDesc,Gain 45% XP from electrical trap kills. All forge recipes cost 10% less. Crafting Forged Steel and electrical devices costs 15% less. Craft anything 30% faster. 6% more chance of finding parts/Handy Land/Wiring 101/Electrical Traps/Forge Ahead magazines in loot.
perkAdvancedEngineeringRank4BWLongDesc,Gain 60% XP from electrical trap kills. All forge recipes cost 15% less. Crafting Forged Steel and electrical devices costs 25% less. Craft anything 40% faster. 8% more chance of finding parts/Handy Land/Wiring 101/Electrical Traps/Forge Ahead magazines in loot.
perkAdvancedEngineeringRank5BWLongDesc,Gain 75% XP from electrical trap kills. All forge recipes cost 20% less. Crafting Forged Steel and electrical devices costs 35% less. Craft anything 50% faster. 10% more chance of finding parts/Handy Land/Wiring 101/Electrical Traps/Forge Ahead magazines in loot.
perkFlurryOfFortitudeRank1BWLongDesc,10% faster attack speed with punches and brawling weapons. 10% chance to knock your enemy down with a hit on the head with secondary attacks. 5% chance to knock your enemy down with a hit on the head with primary attacks.  
perkFlurryOfFortitudeRank2BWLongDesc,17% faster attack speed with punches and brawling weapons. 15% chance to knock your enemy down with a hit on the head with secondary attacks. 7.5% chance to knock your enemy down with a hit on the head with primary attacks.  
perkFlurryOfFortitudeRank3BWLongDesc,25% faster attack speed with punches and brawling weapons. 20% chance to knock your enemy down with a hit on the head with secondary attacks. 10% chance to knock your enemy down with a hit on the head with primary attacks.  
perkDeepCutsRank1BWLongDesc,Knives deal 10% more damage. Inflict up to 50 Bleeding Wounds on an enemy and a power attack inflicts 3 while a primary attack inflicts 2. Every attack refreshes the duration on bleeding and increases the number of stacks on an enemy exponentially. Enemies run 10% slower while bleeding. Stamina costs are reduced by 15% and 15% for power attacks. Killing blows grant 10 stamina. 2% more chance of finding Knives/parts/Knife Guy magazines in loot.
perkDeepCutsRank2BWLongDesc,Knives deal 20% more damage. Inflict up to 100 Bleeding Wounds on an enemy and a power attack inflicts 5 while a primary attack inflicts 3. Stamina costs are reduced by 20% and 30% for power attacks. Killing blows grant 15 stamina. 4% more chance of finding Knife Guy magazines.
perkDeepCutsRank3BWLongDesc,Knives deal 30% more damage. Inflict up to 300 Bleeding Wounds on an enemy and a power attack inflicts 7 while a primary attack inflicts 4. Glancing blows have a 40% chance to cause 1 Bleeding Wound. Enemies run 15% slower while bleeding. Stamina costs are reduced by 25% and 40% for power attacks. Killing blows grant 20 stamina. 6% more chance of finding Knives/parts/Knife Guy magazines in loot.
perkDeepCutsRank4BWLongDesc,Knives deal 40% more damage. Inflict up to 600 Bleeding Wounds on an enemy and a power attack inflicts 9 while a primary attack inflicts 5. Glancing blows have a 70% chance to cause 1 Bleeding Wound. Stamina costs are reduced by 30% and 50% for power attacks. Killing blows grant 25 stamina. 8% more chance of finding Knives/parts/Knife Guy magazines in loot.
perkDeepCutsRank5BWLongDesc,Knives deal 50% more damage. Inflict up to 1000 Bleeding Wounds on an enemy and a power attack inflicts 11 while a primary attack inflicts 6. All glancing blows cause 1 Bleeding Wound. Stamina costs are reduced by 35% and 60%. Enemies run 20% slower while bleeding. Killing blows grant 35 stamina. 10% more chance of finding Knives/parts/Knife Guy magazines in loot.
perkFlurryOfIntellectRank1BWLongDesc,10% faster attack speed with batons. Deal 10% more damage to targets being electrocuted.
perkFlurryOfIntellectRank2BWLongDesc,17% faster attack speed with batons. Deal 30% more damage to targets being electrocuted.
perkFlurryOfIntellectRank3BWLongDesc,25% faster attack speed with batons. Deal 50% more damage to targets being electrocuted.
perkMotherLodeRank1BWLongDesc,Harvest 20% more from ore/stone/terrain blocks and trees with any axe/pickaxe/shovel/chainsaw/auger. -10% exp gain from mining. Find rare gems while mining minerals. Effect doubles with Lucky Strike perk book.
perkMotherLodeRank2BWLongDesc,Harvest 40% more from ore/stone/terrain blocks and trees with any axe/pickaxe/shovel/chainsaw/auger. -20% exp gain from mining. Find rare gems while mining minerals. Effect doubles with Lucky Strike perk book.
perkMotherLodeRank3BWLongDesc,Harvest 60% more ore/stone/terrain blocks and trees with any axe/pickaxe/shovel/chainsaw/auger. -30% exp gain from mining. Find rare gems while mining minerals. Effect doubles with Lucky Strike perk book.
perkMotherLodeRank4BWLongDesc,Harvest 80% more ore/stone/terrain blocks and trees with any axe/pickaxe/shovel/chainsaw/auger. -35% exp gain from mining. Find rare gems while mining minerals. Effect doubles with Lucky Strike perk book.
perkMotherLodeRank5BWLongDesc,Harvest 100% more ore/stone/terrain blocks and trees with any axe/pickaxe/shovel/chainsaw/auger. -40% exp gain from mining. Find rare gems while mining minerals. Effect doubles with Lucky Strike perk book.
perkJavelinMasterRank1BWLongDesc,Spears do 10% more damage and power attacks have a 20% chance to slow enemies. Stamina costs are reduced by 15% and 20% for power attacks. Killing blows grant 10 stamina. Gain 10% more range with spears. 2% more chance of finding Spears/parts/Sharp sticks magazines/Spear Hunters perk books in loot.
perkJavelinMasterRank2BWLongDesc,Spears inflict 20% more damage and power attacks have a 40% chance to slow enemies. Stamina costs are reduced by 20% and 30% for power attacks. Killing blows grant 15 stamina.Gain 15% more range with spears. 4% more chance of finding Spears/parts/Sharp sticks magazines/Spear Hunters perk books in loot.
perkJavelinMasterRank3BWLongDesc,Spears inflict 30% more damage and and power attacks have a 60% chance to slow enemies. Stamina costs are reduced by 25% and 40% for power attacks. Killing blows grant 20 stamina. Gain 20% more range with spears. 6% more chance of finding Spears/parts/Sharp sticks magazines/Spear Hunters perk books in loot.
perkJavelinMasterRank4BWLongDesc,Spears inflict 40% more damage and power attacks have a 80% chance to slow enemies. Stamina costs are reduced by 30% and 50% for power attacks. Killing blows grant 25 stamina. Gain 25% more range with spears. 8% more chance of finding Spears/parts/Sharp sticks magazines/Spear Hunters perk books in loot.
perkJavelinMasterRank5BWLongDesc,Spears inflict 50% more damage and power attacks have a 100% chance to slow enemies. Stamina costs are reduced by 35% and 60% for power attacks. Killing blows grant 35 stamina. Gain 30% more range with spears. 10% more chance of finding Spears/parts/Sharp sticks magazines/Spear Hunters perk books in loot.
perkElectrocutionerRank1BWLongDesc,All batons deal 10% more damage. Stun batons electrify victims 20% longer. Stamina costs are reduced by 15% and 20% for power attacks.  Killing blows grant 10 stamina. Gain 10% more exp when getting kills with batons. 2% more chance of finding batons/parts/Tech Planet magazines/Tech Junkie perk books in loot.
perkElectrocutionerRank2BWLongDesc,All batons deal 20% more damage. Stun batons electrify victims 40% longer. Stamina costs are reduced by 20% and 30% for power attacks. Killing blows grant 15 stamina. Gain 15% more exp when getting kills with batons. 4% more chance of finding batons/parts/Tech Planet magazines/Tech Junkie perk books in loot.
perkElectrocutionerRank3BWLongDesc,All batons deal 30% more damage. Stun batons electrify victims 60% longer. Stamina costs are reduced by 25% and 40% for power attacks. Killing blows grant 20 stamina. Gain 20% more exp when getting kills with batons. 6% more chance of finding batons/parts/Tech Planet magazines/Tech Junkie perk books in loot.
perkElectrocutionerRank4BWLongDesc,All batons deal 40% more damage. Stun batons electrify victims 80% longer. Stamina costs are reduced by 30% and 40% for power attacks. Killing blows grant 25 stamina. Gain 25% more exp when getting kills with batons. 8% more chance of finding batons/parts/Tech Planet magazines/Tech Junkie perk books in loot.
perkElectrocutionerRank5BWLongDesc,All batons deal 50% more damage. Stun batons electrify victims 100% longer. Stamina costs are reduced by 35% and 60% for power attacks. Killing blows grant 35 stamina. Gain 30% more exp when getting kills with batons. 10% more chance of finding batons/parts/Tech Planet magazines/Tech Junkie perk books in loot.
perkSalvageOperationsRank1BWLongDesc,Salvage tools deal 10% more damage. Harvest 20% faster and gain up to 20% more resources with a wrench/ratchet/impact driver. Stamina costs are reduced by 8% and 15% for power attacks. 10% faster attack speed with a wrench/ratchet/impact driver. 2% more chance of finding Tools/parts/Scrapping 4 fun magazines/Wasteland Treasures perk books in loot.
perkSalvageOperationsRank2BWLongDesc,Salvage tools deal 20% more damage. Harvest 40% faster and gain up to 40% more resources with a wrench/ratchet/impact driver. Stamina costs are reduced by 15% and 30% for power attacks. 15% faster attack speed with a wrench/ratchet/impact driver. 4% more chance of finding Tools/parts/Scrapping 4 fun magazines/Wasteland Treasures perk books in loot.
perkSalvageOperationsRank3BWLongDesc,Salvage tools deal 30% more damage. Harvest 60% faster and gain up to 60% more resources with a wrench/ratchet/impact driver. Stamina costs are reduced by 20% and 40% for power attacks. 20% faster attack speed with a wrench/ratchet/impact driver. 6% more chance of finding Tools/parts/Scrapping 4 fun magazines/Wasteland Treasures perk books in loot.
perkSalvageOperationsRank4BWLongDesc,Salvage tools deal 40% more damage. Harvest 80% faster and gain up to 80% more resources with a wrench/ratchet/impact driver. Stamina costs are reduced by 25% and 50% for power attacks. 25% faster attack speed with a wrench/ratchet/impact driver. 8% more chance of finding Tools/parts/Scrapping 4 fun magazines/Wasteland Treasures perk books in loot.
perkSalvageOperationsRank5BWLongDesc,Salvage tools deal 50% more damage. Harvest 100% faster and gain up to 100% more resources with a wrench/ratchet/impact driver. 30% faster attack speed with scrapping tools. 10% chance of finding Tools/parts/Scrapping 4 fun magazines/Wasteland Treasures perk books in loot.
perkLuckyLooterRank1BWLongDesc,Adds 5% to loot bonus for containers that you open personally. Looting is 10% faster. 2% more chance of finding Lucky Looter perk books in loot. 1% more chance of a loot bag dropping from a zombie when killed.
perkLuckyLooterRank2BWLongDesc,Adds 10% to loot bonus for containers that you open personally. Looting is 20% faster. 4% more chance of finding Lucky Looter perk books in loot. 2% more chance of a loot bag dropping from a zombie when killed.
perkLuckyLooterRank3BWLongDesc,Adds 15% to loot bonus for containers that you open personally. Looting is 40% faster. 6% more chance of finding Lucky Looter perk books in loot. 4% more chance of a loot bag dropping from a zombie when killed.
perkLuckyLooterRank4BWLongDesc,Adds 20% to loot bonus for containers that you open personally. Looting is 60% faster. 8% more chance of finding Lucky Looter perk books in loot. 6% more chance of a loot bag dropping from a zombie when killed.
perkLuckyLooterRank5BWLongDesc,Adds 25% to loot bonus for containers that you open personally. Looting is 80% faster. 10% more chance of finding Lucky Looter perk books in loot. 8% more chance of a loot bag dropping from a zombie when killed.
perkPhysicianRank1BWLongDesc,Treated Critical injuries heal 15% faster. Medical healing items heal 25% more health over time. Gain 100% more XP using bandages/first aid bandages/first aid kits/splints/casts. Splints and Casts cure sprains instantly. 2% more chance of finding medical items and Medical Journal magazines in loot.
perkPhysicianRank2BWLongDesc,Treated Critical injuries heal 25% faster. Medical healing items heal 50% more health over time. Gain 200% more XP using bandages/first aid bandages/first aid kits/splints/casts. Craft items in the Chemistry Station 20% faster. 4% more chance of finding medical items and Medical Journal magazines in loot.
perkPhysicianRank3BWLongDesc,Treated Critical injuries heal 50% faster. Medical healing items heal 100% more health over time. Gain 500% more XP using bandages/first aid bandages/first aid kits/splints/casts. 6% more chance of finding medical items and Medical Journal magazines in loot. Splints and Casts cure broken limbs instantly.
perkPhysicianRank4BWLongDesc,Treated Critical injuries heal 75% faster. Medical healing items heal 125% more health over time. Gain an additional 20% chance to dismember enemies with batons. Craft items in the Chemistry Station 40% faster. 8% more chance of finding medical items and Medical Journal magazines in loot. Splints and Casts cure broken limbs instantly.
perkPhysicianRank5BWLongDesc,Treated Critical injuries heal 90% faster. Medical healing items heal 150% more health over time. Each blow landed with a stun baton has a 10% chance of dealing 1500 damage. 10% more chance of finding medical items and Medical Journal magazines in loot. Splints and Casts cure broken limbs instantly.
perkHeavyArmorRank1BWLongDesc,Reduce heavy armor movement and stamina penalty by 13%. Improve durability by 50%. 2% chance of finding heavy armor/parts in loot.
perkHeavyArmorRank2BWLongDesc,Reduce heavy armor movement and stamina penalty by 25%. Improve durability by 100%. 5% chance of finding heavy armor/parts in loot.
perkHeavyArmorRank3BWLongDesc,Reduce heavy armor movement and stamina penalty by 36%. Improve durability by 150%. 7% chance of finding heavy armor/parts in loot.
perkHeavyArmorRank4BWLongDesc,Reduce heavy armor movement and stamina penalty by 50%. Improve durability by 200%. Wearing heavy armor grants passive health regeneration. The effect stacks with more pieces of armor equipped. 10% chance of finding heavy armor/parts in loot.
perkDeadEyeRank1BWLongDesc,Do 10% more damage with rifles. Aim and reload 10% faster. 6% ADS spread. Sniper rifles degrade 10% slower. 20% faster spread recovery. Bullets lose 20% damage less at max range. Sniper rifles gain 20% more effective range. 2% more chance of finding 7.62mm ammo/Rifle World magazines/parts/sniper rifles/Sniper perk books in loot.
perkDeadEyeRank2BWLongDesc,Rifles deal 20% more damage. Aim 20% faster and have 15% reload speed. 5% ADS spread. Sniper rifles degrade 15% slower. 50% faster spread recovery. Bullets lose 40% damage less at max range.  Sniper rifles gain 40% more effective range. 4% more chance of finding 7.62mm ammo/Rifle World magazines/parts/sniper rifles/Sniper perk books in loot.
perkDeadEyeRank3BWLongDesc,Rifles deal 30% more damage. Aim 32% faster and have 20% relaod speed. Use 10% less stamina while aiming down sights. Kill Streak: Successive kills increase damage bonus by 10%/20% to a maximum of 30%. 4% ADS spread. Sniper rifles degrade 20% slower. 82% faster spread recovery. Bullets lose 60% damage less at max range.  Sniper rifles gain 60% more effective range. 6% more chance of finding 7.62mm ammo/Rifle World magazines/parts/sniper rifles/Sniper perk books in loot.
perkDeadEyeRank4BWLongDesc,Rifles deal 40% more damage. Aim 45% faster and have 25% reload speed Use 20% less stamina while aiming down sights. Kill Streak: Successive kills increase damage bonus by 20%/30% to a maximum of 40%. 3% ADS spread. Sniper rifles degrade 25% slower. 115% faster spread recovery. Bullets lose 80% damage less at max range.  Sniper rifles gain 80% more effective range. 8% more chance of finding 7.62mm ammo/Rifle World magazines/parts/sniper rifles/Sniper perk books in loot.
